path,control_profile,apply_safety_filter_to_final_control,apply_safety_filter_to_nominal_trajectory,apply_safety_filter_to_samples,cost_from_obstacles_or_BRT,mppi_samples,mppi_horizon,save_samples,init_state,goal_state,goal_state_threshold,timestep,trial_max_duration,mppi_temperature,mppi_angvel_control_noise_mean,mppi_angvel_control_noise_stddev,mppi_initial_control_is_mean,brt_filename,safety_filter_type,safety_filter_value_threshold,dynamics_name,state_dim,state_labels,control_dim,control_labels,dynamics_linvel,dynamics_angvel_min,dynamics_angvel_max,Phi_terminal_state_cost_weights,Q_running_state_cost_weights,action_cost_weights,crashed,goal_reached,time_elapsed,total_cost,terminal_state,control_compute_time_avg,control_compute_time_std,apply_safety_filter_to_final_chosen_control,final_safety_filter
experiments_sep_24/exp_samples-0060_trial-006_control-3,Filtered MPPI with BRT costs,,False,False,brt,60,25,True,"[3.905899, -2.177434, 0.887898]","[-2.122111, -4.203732, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,2.54,3889.5677,"[-2.0615950607681675, -4.156551155399134, -2.153236400147471]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-006_control-4,Sample-safe MPPI (our method),,False,True,obs,60,25,True,"[3.905899, -2.177434, 0.887898]","[-2.122111, -4.203732, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,2.3000000000000003,2974.45114,"[-2.124262595831932, -4.172751217238592, -2.3208995396230776]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-007_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,60,25,True,"[0.651467, -4.162446, 0.683753]","[1.060588, 3.963682, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,False,14.98,22801.03613,"[0.5392574866166466, 1.67537540235972, 0.35678104165462177]",False,False,,
experiments_sep_24/exp_samples-0060_trial-007_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,60,25,True,"[0.651467, -4.162446, 0.683753]","[1.060588, 3.963682, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,True,False,4.86,39406.34448,"[-4.074529900148826, -5.0280117003843765, -2.5942208665296267]",False,False,,
experiments_sep_24/exp_samples-0060_trial-007_control-2,Filtered MPPI with obstacle costs,,False,False,obs,60,25,True,"[0.651467, -4.162446, 0.683753]","[1.060588, 3.963682, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,2.38,2765.96249,"[1.0164601849455082, 4.029676189967632, 0.15032807413747484]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-007_control-3,Filtered MPPI with BRT costs,,False,False,brt,60,25,True,"[0.651467, -4.162446, 0.683753]","[1.060588, 3.963682, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,12.86,24009.47407,"[1.1331040007017323, 3.949636548993202, 2.72034723021169]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-007_control-4,Sample-safe MPPI (our method),,False,True,obs,60,25,True,"[0.651467, -4.162446, 0.683753]","[1.060588, 3.963682, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,2.36,2672.69291,"[1.048023892800434, 4.020525414441149, 0.05503413217028852]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-008_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,60,25,True,"[1.307642, 4.036694, 2.687617]","[1.345402, -3.409916, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,4.36,6582.38759,"[1.3317931171455115, -3.475251543481793, 1.3786638288138775]",False,False,,
experiments_sep_24/exp_samples-0060_trial-008_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,60,25,True,"[1.307642, 4.036694, 2.687617]","[1.345402, -3.409916, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,True,False,0.42,21488.99389,"[-0.13160871852295472, 5.023125704562224, 2.578747567233666]",False,False,,
experiments_sep_24/exp_samples-0060_trial-008_control-2,Filtered MPPI with obstacle costs,,False,False,obs,60,25,True,"[1.307642, 4.036694, 2.687617]","[1.345402, -3.409916, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,False,14.98,11754.26975,"[2.914016211464225, -0.3107145177707529, -0.2822860484690808]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-008_control-3,Filtered MPPI with BRT costs,,False,False,brt,60,25,True,"[1.307642, 4.036694, 2.687617]","[1.345402, -3.409916, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,False,14.98,15681.94524,"[-0.3955872427249528, -2.1414421342983685, 0.4667376022576333]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-008_control-4,Sample-safe MPPI (our method),,False,True,obs,60,25,True,"[1.307642, 4.036694, 2.687617]","[1.345402, -3.409916, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,4.32,5903.7136,"[1.3776765614534372, -3.420509480489106, 2.338577584783703]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-009_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,60,25,True,"[0.143676, 3.531251, -2.146967]","[3.340227, -2.753092, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,2.94,4893.2851,"[3.3593274853758768, -2.715265862386863, -0.8065272590334875]",False,False,,
experiments_sep_24/exp_samples-0060_trial-009_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,60,25,True,"[0.143676, 3.531251, -2.146967]","[3.340227, -2.753092, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,3.46,7079.83132,"[3.345542608034071, -2.666953474811811, -0.6826244044766323]",False,False,,
experiments_sep_24/exp_samples-0060_trial-009_control-2,Filtered MPPI with obstacle costs,,False,False,obs,60,25,True,"[0.143676, 3.531251, -2.146967]","[3.340227, -2.753092, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,6.22,12466.80736,"[3.29990216909261, -2.700029753505922, -0.8162570406690679]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-009_control-3,Filtered MPPI with BRT costs,,False,False,brt,60,25,True,"[0.143676, 3.531251, -2.146967]","[3.340227, -2.753092, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,3.46,7079.83132,"[3.345542608034071, -2.666953474811811, -0.6826244044766323]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-009_control-4,Sample-safe MPPI (our method),,False,True,obs,60,25,True,"[0.143676, 3.531251, -2.146967]","[3.340227, -2.753092, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,2.32,2110.39539,"[3.406038021591137, -2.8032001739074857, -2.6268756386849597]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-010_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,60,25,True,"[3.048672, -4.284163, 1.737872]","[3.342942, 2.095302, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,False,14.98,31290.6986,"[3.6199526597340217, 5.192608153540356, -0.08402619761691588]",False,False,,
experiments_sep_24/exp_samples-0060_trial-010_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,60,25,True,"[3.048672, -4.284163, 1.737872]","[3.342942, 2.095302, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.7,1529.70665,"[3.3736112239357747, 2.0242493328865323, 1.7951799200367669]",False,False,,
experiments_sep_24/exp_samples-0060_trial-010_control-2,Filtered MPPI with obstacle costs,,False,False,obs,60,25,True,"[3.048672, -4.284163, 1.737872]","[3.342942, 2.095302, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,3.54,2344.97025,"[3.2764090091604134, 2.1685559315463805, -0.8493812091138473]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-010_control-3,Filtered MPPI with BRT costs,,False,False,brt,60,25,True,"[3.048672, -4.284163, 1.737872]","[3.342942, 2.095302, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.7,1529.70665,"[3.3736112239357747, 2.0242493328865323, 1.7951799200367669]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-010_control-4,Sample-safe MPPI (our method),,False,True,obs,60,25,True,"[3.048672, -4.284163, 1.737872]","[3.342942, 2.095302, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.72,1404.00159,"[3.398131147547595, 2.0125181996672143, 1.7533366253376634]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-011_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,60,25,True,"[3.497966, -3.951726, 2.963435]","[3.643052, 1.305385, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.94,1775.76699,"[3.633967349360203, 1.2429299658695332, 0.6992142456968136]",False,False,,
experiments_sep_24/exp_samples-0060_trial-011_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,60,25,True,"[3.497966, -3.951726, 2.963435]","[3.643052, 1.305385, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,True,False,0.74,71501.64678,"[0.710128277811851, -5.003359022593357, -2.374146920303106]",False,False,,
experiments_sep_24/exp_samples-0060_trial-011_control-2,Filtered MPPI with obstacle costs,,False,False,obs,60,25,True,"[3.497966, -3.951726, 2.963435]","[3.643052, 1.305385, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.94,1789.30976,"[3.6472361470855152, 1.2193573276405523, 0.8125787757791865]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-011_control-3,Filtered MPPI with BRT costs,,False,False,brt,60,25,True,"[3.497966, -3.951726, 2.963435]","[3.643052, 1.305385, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,10.92,13744.16112,"[3.584051183848108, 1.2304066605489088, 0.6665220600831878]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-011_control-4,Sample-safe MPPI (our method),,False,True,obs,60,25,True,"[3.497966, -3.951726, 2.963435]","[3.643052, 1.305385, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.94,1750.8049,"[3.6364088148662383, 1.2723974223683612, 0.6328842650930593]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-012_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,60,25,True,"[3.920616, 1.997344, 0.114987]","[2.004224, -4.280483, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,2.92,2972.93492,"[2.0051646975454704, -4.31839514764131, 2.1229694091924953]",False,False,,
experiments_sep_24/exp_samples-0060_trial-012_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,60,25,True,"[3.920616, 1.997344, 0.114987]","[2.004224, -4.280483, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,True,False,0.32,20945.23655,"[5.005511823190398, 2.753845831086365, 0.671941260387884]",False,False,,
experiments_sep_24/exp_samples-0060_trial-012_control-2,Filtered MPPI with obstacle costs,,False,False,obs,60,25,True,"[3.920616, 1.997344, 0.114987]","[2.004224, -4.280483, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,12.66,18048.69277,"[2.034073076480639, -4.1982191347328, -0.9784014679321738]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-012_control-3,Filtered MPPI with BRT costs,,False,False,brt,60,25,True,"[3.920616, 1.997344, 0.114987]","[2.004224, -4.280483, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,8.82,20271.14636,"[2.001843739636547, -4.226668687998763, -1.119469460179269]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-012_control-4,Sample-safe MPPI (our method),,False,True,obs,60,25,True,"[3.920616, 1.997344, 0.114987]","[2.004224, -4.280483, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,3.14,5415.03643,"[2.0772127342405016, -4.332815160261553, -3.058314783897486]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-013_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,60,25,True,"[3.776327, -3.583746, -2.796705]","[3.501281, 1.550263, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,True,False,1.1400000000000001,2200.80442,"[0.11509938080085225, -2.808012479736586, 2.0631640477045154]",False,False,,
experiments_sep_24/exp_samples-0060_trial-013_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,60,25,True,"[3.776327, -3.583746, -2.796705]","[3.501281, 1.550263, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,False,14.98,102168.48038,"[-3.2877736639735176, 5.120129370177434, 3.116019475629167]",False,False,,
experiments_sep_24/exp_samples-0060_trial-013_control-2,Filtered MPPI with obstacle costs,,False,False,obs,60,25,True,"[3.776327, -3.583746, -2.796705]","[3.501281, 1.550263, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,5.82,6909.93917,"[3.5224478236127, 1.480394558983167, 1.3942958826607068]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-013_control-3,Filtered MPPI with BRT costs,,False,False,brt,60,25,True,"[3.776327, -3.583746, -2.796705]","[3.501281, 1.550263, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,14.86,17325.21025,"[3.5098892088650153, 1.5121559319983937, 1.5592184131618172]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-013_control-4,Sample-safe MPPI (our method),,False,True,obs,60,25,True,"[3.776327, -3.583746, -2.796705]","[3.501281, 1.550263, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,2.08,2087.10627,"[3.5189748658936417, 1.4751287275968572, 1.144495935200772]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-014_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,60,25,True,"[3.936078, 1.914365, -1.801838]","[1.165392, -3.539117, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.58,1209.60029,"[1.166658497640444, -3.5075194485007724, -1.7330458520125522]",False,False,,
experiments_sep_24/exp_samples-0060_trial-014_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,60,25,True,"[3.936078, 1.914365, -1.801838]","[1.165392, -3.539117, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.58,1229.23104,"[1.213867457984271, -3.469774380766185, -1.5772557379725693]",False,False,,
experiments_sep_24/exp_samples-0060_trial-014_control-2,Filtered MPPI with obstacle costs,,False,False,obs,60,25,True,"[3.936078, 1.914365, -1.801838]","[1.165392, -3.539117, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.58,1209.60029,"[1.166658497640444, -3.5075194485007724, -1.7330458520125522]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-014_control-3,Filtered MPPI with BRT costs,,False,False,brt,60,25,True,"[3.936078, 1.914365, -1.801838]","[1.165392, -3.539117, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.58,1229.23104,"[1.213867457984271, -3.469774380766185, -1.5772557379725693]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-014_control-4,Sample-safe MPPI (our method),,False,True,obs,60,25,True,"[3.936078, 1.914365, -1.801838]","[1.165392, -3.539117, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.58,1163.42686,"[1.194634969025789, -3.4617941827242245, -1.8148765264420381]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-015_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,60,25,True,"[3.109575, -4.298357, 0.544496]","[3.488709, 1.578239, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.56,1196.18606,"[3.4364050676504974, 1.545720314469031, 1.6179799629176568]",False,False,,
experiments_sep_24/exp_samples-0060_trial-015_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,60,25,True,"[3.109575, -4.298357, 0.544496]","[3.488709, 1.578239, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.58,1226.4983,"[3.491190170865649, 1.5505714662807393, 1.6798844797622987]",False,False,,
experiments_sep_24/exp_samples-0060_trial-015_control-2,Filtered MPPI with obstacle costs,,False,False,obs,60,25,True,"[3.109575, -4.298357, 0.544496]","[3.488709, 1.578239, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.56,1196.18606,"[3.4364050676504974, 1.545720314469031, 1.6179799629176568]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-015_control-3,Filtered MPPI with BRT costs,,False,False,brt,60,25,True,"[3.109575, -4.298357, 0.544496]","[3.488709, 1.578239, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.58,1226.4983,"[3.491190170865649, 1.5505714662807393, 1.6798844797622987]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-015_control-4,Sample-safe MPPI (our method),,False,True,obs,60,25,True,"[3.109575, -4.298357, 0.544496]","[3.488709, 1.578239, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.58,1159.29691,"[3.4428607128849076, 1.513935179573474, 1.3762819823514292]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-016_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,60,25,True,"[3.442973, -0.05575, 2.820455]","[-0.289837, 4.125267, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.44,961.29288,"[-0.20683267830601226, 4.110642268745938, 1.9637923410707012]",False,False,,
